j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
260.0159563165271,260.11114281625714,0.04548101464209882,764.9381308150598,236.05709676258832
520.0319126330542,520.1795595478036,0.09147712751328443,1233.5005409254165,448.35687203221187
780.0478689495812,780.2206893960275,0.1411466779254581,1628.0049588156903,640.8931346780624
1040.0638252661083,1040.2420662036086,0.1927998825481691,1982.444028459329,815.1969705301709
1300.0797815826354,1300.267356516159,0.2450211376584532,2309.0897285593755,972.8637461333497
1560.0957378991625,1560.292393155454,0.2967831629515722,2614.1814433297027,1115.5127615648044
1820.1116942156896,1820.2744445052208,0.3473599965368614,2901.7491327582434,1244.6722105433387
2080.1276505322166,2080.1916142350487,0.3962599927198756,3174.7174006547775,1361.8082456848824
2340.1436068487437,2339.945088562689,0.4431487160587928,3435.258513205069,1468.2819501088718
2600.159563165271,2599.249776070775,0.4877983430868052,3684.91583453122,1565.3091448472046
