j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
20.892961308540386,20.773548057869608,0.6185408399991918,26.067214740002647,12.189800753871532
41.78592261708077,41.5553227593886,0.6973548631704228,50.10916165889852,21.845568894390695
62.678883925621165,62.34647137323669,0.7469454723450822,73.28967609113815,30.045222734332953
83.57184523416154,83.14558197996173,0.7839532865069777,95.83286675394655,37.10813741713772
104.46480654270195,103.95238319467803,0.8137351362110691,117.85452433496727,43.218112198523315
125.35776785124233,124.76791778010838,0.8386717878007228,139.43494784588322,48.52071861201739
146.2507291597827,145.5929718569152,0.8600623584811297,160.63771840745278,53.127356025728496
167.14369046832311,166.42871929421136,0.8786700440126931,181.51949017995554,57.14154276420843
188.0366517768635,187.27731323097387,0.8949910551498079,202.13125053249476,60.677231327637124
208.92961308540387,208.13359475083016,0.9093381065597209,222.52160259536035,63.82198472329507
