j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
31.805336883295194,31.680222218304145,0.5170990400525013,42.273737079575056,20.336495823267256
63.610673766590395,63.35696889519994,0.6022409235284906,80.84132547774163,36.88417247536623
95.41601064988559,95.03784074881919,0.6591473845946335,117.71059319986661,51.19283324639421
127.22134753318079,126.72285314391753,0.7034508528956973,153.29694636624683,63.68585329173995
159.02668441647597,158.41316474078175,0.7403104196862307,187.80912631768078,74.61258781435912
190.83202129977116,190.1102255221762,0.7720762696304901,221.3888534825416,84.15598216345376
222.63735818306637,221.8158402093083,0.7999881874046507,254.1509444135993,92.48497186572182
254.44269506636158,253.53197900136016,0.8247899205627334,286.19924869757733,99.75295633165452
286.24803194965676,285.2602205718201,0.8469496248859674,317.63222592846563,106.12013174035134
318.05336883295195,317.0027397594163,0.8667936258180303,348.54625297132213,111.74442268642122
