j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
112.2018454301963,112.2150580645473,0.10770129131366774,253.72983707233502,95.13409146587793
224.4036908603926,224.40346270666072,0.1668053723464159,455.43344619238883,178.15131328144184
336.60553629058893,336.58202411048956,0.2224298236404477,629.8360535802524,252.69449338985658
448.8073817207852,448.75024568804383,0.276744535648912,785.6992495503933,319.82098043193815
561.0092271509815,560.9149170165769,0.33006909373406457,927.4881140520931,380.30751138558236
673.2110725811777,673.0775641504276,0.3822242140652583,1058.0389471322355,434.8980087101634
785.4129180113741,785.2362037717098,0.4328574166965402,1179.4854550029966,484.33530610236875
897.6147634415704,897.3899447040119,0.48156771130178994,1293.6444385120253,529.3122345842698
1009.8166088717667,1009.5343851463821,0.5279461046486994,1402.191266414495,570.3860739673502
1122.018454301963,1121.6681896353666,0.5716526982478224,1506.5917481317526,607.9668311033611
