,t_acc=3Gyr,t_acc=10Gyr,t_acc=25Gyr
0,0.0,0.0,0.0
1,9.925109804286096,9.925109804286096,9.925109804286096
2,16.691978510847353,15.669674834475083,14.52182082770588
3,21.310769004308128,17.319772892834642,16.063016427237145
4,22.806541055682164,18.588193112299333,17.2522263346264
5,24.017211797174394,19.630252334926237,18.232916981504705
6,25.035922587855396,20.520280908578414,19.07370735380958
7,25.915287485758707,21.30016715580832,19.813244831752936
8,26.68823031949805,21.996061004110498,20.475642174495444
9,27.37686309438923,22.6254834467111,21.077046089521744
10,27.996828784184924,23.200800323147575,21.62884587158599
11,28.559644330600474,23.731094458544945,22.139402191447793
12,29.074061356836616,24.223251749752553,22.615049756262117
13,29.54690324842875,24.68262857817523,23.060713294693645
14,29.98360453214892,25.113481393608,23.480303935125587
15,30.38857194504952,25.51925396938163,23.876984187323732
16,30.765433996848085,25.902775726993564,24.253350841189288
17,31.117218222079913,26.266402439671424,24.611564692193372
18,31.446480062463294,26.612118424858327,24.953444735709336
19,31.755398513862556,26.94161229796572,25.28053797345947
20,32.045848395220595,27.25633414491938,25.594172083628596
21,32.31945582989883,27.55753936321482,25.89549579867943
22,32.57764144865606,27.84632276086544,26.185510302315283
23,32.821654463646745,28.123645418413282,26.465093956383516
24,33.05259985399065,28.39035609498819,26.735022000240146
25,33.27146028361771,28.647208465779677,26.99598240964953
26,33.479113941519124,28.894875135598603,27.248588786154567
27,33.67634919042481,29.13395913131265,27.49339092473166
28,33.863876691852276,29.365003402584335,27.730883547665517
29,34.04233951690585,29.588498734365853,27.961513576414006
30,34.212321635425894,29.80489038188482,28.185686227746285
31,34.37435508906525,30.014583669803013,28.403770156779924
32,34.52892608831024,30.217948745239653,28.61610182162279
33,34.67648022357135,30.415324634809906,28.82298920788354
34,34.817426942139654,30.60702272547032,29.024715023341145
35,34.952143413100195,30.79332976544996,29.22153945139964
36,35.08097787908162,30.974510463183325,29.413702535039615
37,35.20425257544314,31.15080974771075,29.601426249667607
38,35.32226628300239,31.322454742557536,29.7849163127163
39,35.43529656882973,31.4896564959608,29.964363769430175
40,35.543601760329125,31.65261150297035,30.139946387510975
41,35.64742269030094,31.811503049015275,30.3118298878348
42,35.74698424456211,31.966502399705263,30.480169034013503
43,35.84249673869504,32.117769857693695,30.645108599945814
44,35.93415714638327,32.265455704192476,30.806784231524702
45,36.02215019839428,32.4097010400555,30.965323216208777
46,36.106649368450746,32.5506385391316,31.12084517212676
47,36.187817759881085,32.68839312474131,31.27346266668596
48,36.26580890497324,32.8230825785877,31.423281773235527
49,36.340767487301946,32.954818090113605,31.57040257314252
50,36.41282999590512,33.0837047532245,31.714919609633032
51,36.482125319003146,33.20984201637005,31.856922298900113
52,36.548775283951414,33.333324091191365,31.99649530325739
53,36.61289514925982,33.454240324271105,32.133718870501745
54,36.674594053780915,33.57267553595054,32.26866914312227
55,36.73397542753953,33.68871032968663,32.40141844054115
56,36.791137368135765,33.80242137499952,32.53203551718432
57,36.846172986186225,33.91388166669622,32.66058579884464
58,36.89917072286382,34.023160762741064,32.78713159951108
59,36.950214642245754,34.13032500286973,32.91173232058577
60,36.99938470087371,34.23543770980585,33.03444463419307
61,37.04675699666398,34.33855937473185,33.15532265209379
62,37.092403999072,34.43974782848427,33.27441808155164
63,37.136394762211935,34.53905839978525,33.39178036935355
64,37.1787951224522,34.63654406168219,33.507456835057184
65,37.21966788184993,34.73225556724533,33.621492794426736
66,37.25907297864822,34.826241575464586,33.73393167391898
67,37.29706764593652,34.918548768191535,33.84481511699389
68,37.33370655946573,35.00922195888809,33.954183082946585
69,37.36904197551242,35.09830419386811,34.06207393888871
70,37.40312385960065,35.185836846651824,34.16852454544626
71,37.43600000681338,35.2718597059936,34.2735703366866
72,37.46771615435654,35.35641105809059,34.377245394738836
73,37.49831608697815,35.43952776343277,34.479582519528485
74,37.52784173579006,35.5212453287125,34.58061329400894
75,37.5563332709905,35.60159797417398,34.68036814523716
76,37.583829188941955,35.68061869674888,34.77887640161017
77,37.610366394019,35.75833932929417,34.87616634655101
78,37.635980275605185,35.834790596220266,34.97226526890755
79,37.660704780585554,35.910002165773406,35.06719951030488
80,37.68457248165292,35.98400269921325,35.16099450967168
