logMbar,jbar,e_jbar,Mgas,e_Mgas,Mstar,e_Mstar,jgas,e_jgas,jstar,e_jstar,fgas,e_fgas
8.62096843564429,65.62742939205361,53.78668901554694,338800000.0,210000000.0,79000000.0,51000000.0,71.3,25.1,41.3,21.6,0.8109143130684539,0.13722642053091486
7.950072629750157,53.102804577069776,89.84518602132833,29539999.999999996,43680000.0,59600000.0,89200000.0,63.6,50.6,47.9,47.8,0.33138882656495394,0.46616289285121976
8.358161200792628,61.02888962840821,18.774178354821036,203000000.0,43960000.0,25118864.315095823,10989281.27972715,62.5,8.299999999999999,49.14,4.92,0.8898869482341467,0.04783319987138057
8.468680566173122,63.276654721405826,39.36631753570471,162400000.0,107800000.0,131825673.85564047,51601771.35396176,64.8,26.0,61.4,4.17,0.5519572710017151,0.1905732153094223
8.582610475009904,150.1876457783272,33.296329051989986,371000000.0,57260000.0,11481536.214968817,4758698.543986526,154.0,8.5,27.0,2.48,0.9699814628214739,0.012877745768358047
8.665183450413386,102.41159542874303,27.237959684230045,379400000.0,72800000.0,83176377.11026709,32558516.62396987,108.5,12.8,74.64,4.91,0.8201888785807152,0.06429200439091032
9.074304344001435,129.59703354121018,39.07745043397293,1006599999.9999999,187600000.0,180000000.0,47600000.0,142.4,27.7,58.0,26.2,0.8483060846114949,0.04163137022453587
8.930459181648553,141.38462795955795,49.6085112975413,714000000.0,180600000.0,138038426.46028867,50855235.68445049,146.3,26.1,115.96,12.04,0.8379903744086332,0.06067047501712309
9.309203150838817,295.3033332301003,59.44475530722598,1736000000.0,267399999.99999997,301995172.0402019,97351741.38143179,300.1,12.6,267.73,13.95,0.8518175233271629,0.045096429483326664
8.597914471202529,102.19681978798586,33.57175984696647,345800000.0,81900000.0,50400000.0,20500000.0,110.3,12.8,46.6,12.0,0.872791519434629,0.05225757407770525
9.132195629573424,262.0165511137336,83.3179628148233,1316000000.0,285600000.0,39800000.0,15700000.0,269.1,26.7,27.8,38.0,0.9706446378521906,0.012828672881026813
8.933447259372926,177.6753963931796,45.63178045978314,562800000.0,118999999.99999999,295120922.66663903,74749514.08791369,223.1,22.099999999999998,91.05,6.16,0.6560045164193836,0.07445532565036474
8.658470588622675,103.07827862871672,39.496720980946925,420000000.0,111860000.0,35481338.92335753,15522772.396034567,107.7,15.5,48.37,6.31,0.9221014432617011,0.0367903331332478
9.703119346236077,354.2671156893819,78.26278121462119,2758000000.0,436800000.0,2290000000.0,617000000.0,429.3,20.200000000000003,263.9,61.1,0.5463549920760697,0.07746157962741437
9.859498558187775,621.2213930348258,134.83023149525764,3696000000.0,585200000.0,3540000000.0,957000000.0,747.0,23.900000000000002,489.9,61.6,0.5107794361525705,0.07828688894375319
10.773541915232052,853.9136021557924,148.8785640032122,6885818185.94883,3187893746.1301966,52480746024.97734,6042069173.315968,866.0593527034413,361.45630358044633,852.32,36.9,0.11598815389558156,0.04891586111469981
9.695085983579352,461.8166062703331,100.22002237447204,2725482919.7802076,422896777.69490945,2230000000.0,602000000.0,654.3535061255562,62.62080618184045,226.5,37.3,0.5499934040537652,0.07706442765638598
10.854220996792954,1018.5271521696556,323.2141583409322,6986000000.0,1262800000.0,64500000000.0,16800000000.0,2412.0,131.9,867.6,63.6,0.09772542875528076,0.027955395463199077
11.107499560064328,2664.645192237669,884.2777157832846,42285379704.44041,8961005077.972513,85800000000.0,24100000000.0,3274.675365179056,649.0909346908398,2364.0,666.9,0.3301343197952395,0.07781240927327858
9.043990665878134,162.08058919212002,49.94202279227681,1006599999.9999999,218400000.0,100000000.0,36841361.487904735,164.3,21.100000000000005,139.74,6.34,0.9096331104283389,0.03514536810903999
10.063461460754336,789.8036635672134,161.36817863149608,5950000000.0,1076600000.0,5623413251.903491,1165354877.3020334,1130.0,71.1,429.85,15.7,0.5141093530917853,0.06872253845310027
9.699872639489913,555.5120676571082,104.96582672130867,936600000.0,159600000.0,4073802778.041122,656619428.3960654,731.2,42.6,515.12,19.12,0.18693107949420687,0.03564971623566343
10.694357871827982,829.2518591728727,607.6966485183796,9671818185.94883,3572512726.835711,39800000000.0,26100000000.0,1647.5368851029716,389.32926842235395,630.4,260.0,0.19550157120960343,0.11837739423576074
11.032376971209937,2594.3424911824764,1075.8541038824592,28840000000.0,9646000000.0,78900000000.0,30300000000.0,4814.0,758.8,1783.0,415.8,0.26768145535548543,0.09982948505669703
10.64910109474387,1541.4459798994974,522.493074235018,3975999999.9999995,628600000.0,40600000000.0,10900000000.0,2271.0,130.8,1470.0,10.2,0.08919597989949747,0.025311573621241545
10.530914850378544,1945.1177263848792,363.6397590113368,17360000000.0,2982000000.0,16595869074.375631,2674938051.515676,3024.0,133.3,816.56,33.41,0.5112518240064868,0.05885867134304714
9.75960741690577,601.1815556947054,186.07757389528072,1229200000.0,210000000.0,4520000000.0,1250000000.0,922.5,63.599999999999994,513.8,72.6,0.21380365963960205,0.054640502982586325
10.652494368742227,1109.8313254757538,126.66217073850484,7772127027.332646,1020858858.3400686,37153522909.71728,3421965920.165111,1636.9195559836312,129.2479724241821,999.57,29.14,0.1729997682442657,0.022951846532806103
10.32911300268182,843.4645669291339,244.08998532631682,4536000000.0,723800000.0,16800000000.0,4560000000.0,1430.0,93.3,685.1,57.9,0.2125984251968504,0.052707287914985766
10.752008310641493,979.5365305596458,650.7516052967995,15894778552.664888,5475121764.455438,40600000000.0,26600000000.0,1636.084409232167,339.49814494215855,722.5,316.6,0.28134951512107703,0.1496635606586
10.715249641786752,910.4675356126071,282.97526747425485,11809834205.040995,2584395381.662672,40100000000.0,10900000000.0,1051.9486223963943,104.97260274690308,868.8,90.4,0.22750668319210574,0.06132923131967965
10.690089709170676,1443.325467461419,570.5069053215481,13188000000.0,4157999999.9999995,35800000000.0,13200000000.0,2131.0,335.6,1190.0,170.5,0.26920878582510005,0.09544333720084208
10.247285702863378,1161.230873698506,439.48269171692993,9352000000.0,2954000000.0,8320000000.0,3050000000.0,1743.0,261.8,507.3,126.6,0.5291987324581259,0.12056224768449815
10.550546311465643,903.8429319371728,452.3097684372281,2226000000.0,701400000.0,33300000000.0,12200000000.0,1084.0,159.7,891.8,124.3,0.06265833474075325,0.02838104333675697
10.142827294538337,800.6730963005614,330.8196927955137,3094000000.0,975799999.9999999,10800000000.0,3950000000.0,1128.0,165.20000000000002,706.9,103.3,0.22268605153303583,0.0835959367482096
10.808791445252275,1719.2498369210698,875.2982590166674,4185999999.9999995,1321600000.0,60200000000.0,22100000000.0,2370.0,329.1,1674.0,309.4,0.06501413350728419,0.029433106437466473
9.922414024145635,493.3295552367288,212.8990304252464,1764000000.0,554400000.0,6600000000.0,2420000000.0,643.1,100.5,453.3,84.2,0.2109038737446198,0.08037062050442742
11.31227124288729,4210.624212169864,736.2075991661991,35420000000.0,8694000000.0,169824365246.1746,23462103110.581066,6072.0,556.6,3822.4,133.52,0.17257477425758547,0.04021960921903098
10.04131371534586,536.500800145481,217.6880251781839,3178000000.0,1002399999.9999999,7820000000.0,2870000000.0,718.1,111.80000000000001,462.7,104.2,0.2889616293871613,0.09942860070060378
