gal,R[kpc],Vrot[km/s],e_Vrot[km/s],hi_l08(Msun/pc^2),hi_err_l08(Msun/pc^2),h2_f16_at_rl08(Msun/pc^2),h2_err_f16_at_rl08(Msun/pc^2),sfrd_l08(1e-4*Msun/yr/kpc^2),sfrd_err_l08(1e-4*Msun/yr/kpc^2)
NGC2841,13.74,319.36400000000003,7.0305,2.1755859058100433,0.20364925362810918,0.002584061878213801,0.0008156755228819997,2.101080964364104,0.33992248911138623
NGC2841,14.151,316.675,5.7875,2.159883271447893,0.17536638609706134,0.002584061878213801,0.0008156755228819997,1.708592969240862,0.2798908374900027
NGC2841,14.561,316.30400000000003,5.7775,2.2195436617154765,0.11685001792750871,0.002584061878213801,0.0008156755228819997,1.4120826311128098,0.22072397850456313
NGC2841,14.970999999999998,313.645,6.731,2.240141789909202,0.1018246268140546,0.002584061878213801,0.0008156755228819997,1.1958695959238252,0.20364925362810918
NGC2841,15.380999999999998,312.964,7.1880000000000015,2.240141789909202,0.1018246268140546,0.002584061878213801,0.0008156755228819997,1.0255234019570627,0.20364925362810918
NGC2841,15.790999999999999,313.547,9.4625,2.182682033783528,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,16.201,309.803,7.582499999999999,2.120827062289353,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,16.612,306.642,5.384,2.0511177200731074,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,17.022000000000002,307.943,6.787999999999999,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,17.432000000000002,310.5,9.1145,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,17.842,312.246,11.4425,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,18.252,313.177,12.691,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,18.662,314.857,12.003,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,19.073,311.10900000000004,12.4795,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,19.483,300.465,11.0685,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,19.893,299.046,9.0905,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,20.303,299.474,8.4495,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,20.713,300.553,9.562,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,21.123,300.86400000000003,7.700999999999999,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,21.534,299.795,8.375,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,21.944,298.791,8.6105,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,22.354,299.911,8.2615,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
