# slope intercept sigma lnLike
-5.915059725637497046e-01 1.941140300644816907e-01 3.232813748707623613e-01 -2.087884864438214194e+01
-6.350004865703110513e-01 1.792040239928749945e-01 2.981590643691300890e-01 -2.027657170324015112e+01
-6.352329261773358438e-01 1.791905967600246619e-01 2.735213580668141575e-01 -2.038280354813333517e+01
-5.078206139415425424e-01 1.342533773915386974e-01 2.701713386779721615e-01 -2.148314912422991796e+01
-5.269892904752522256e-01 2.105979471009831461e-01 2.909934071265852240e-01 -2.023356795739208280e+01
-5.795095276831058184e-01 1.923465852348421878e-01 3.008798930140122452e-01 -2.017089350182158825e+01
-2.082817526907641548e-01 2.134910370628716469e-01 2.661976818324062188e-01 -2.279421585998436584e+01
-3.972203830645375522e-01 1.593752077040338777e-01 2.633622273698124072e-01 -2.108371766466244068e+01
-4.597093846115414273e-01 2.003032888754220087e-01 2.741169491106258960e-01 -2.023388543408455575e+01
-3.966173000363754642e-01 2.133354993228130936e-01 2.978880710159140799e-01 -2.071988186332241710e+01
-1.211357327586398414e-01 1.739319426692865211e-01 2.695170557558410063e-01 -2.367982972278835518e+01
-2.598907868709020019e-01 1.789097286779210982e-01 2.701165065919551300e-01 -2.164199962433874802e+01
-6.341499909070595908e-01 1.998844035602392599e-01 2.883927045496986752e-01 -2.025369424603194801e+01
-6.253766536739254756e-01 1.888040156902850986e-01 2.841313911616811239e-01 -2.015827407944022553e+01
-5.980270211575606787e-01 2.153223730180098550e-01 2.659437733797236914e-01 -2.075632190969827207e+01
-3.585710240966390461e-01 2.044141587910879021e-01 3.068758933147470169e-01 -2.093898581919160762e+01
-5.577930594885833759e-01 1.944762234255051347e-01 2.805926284811787741e-01 -2.002892357118944844e+01
-3.841815796552610074e-01 1.861148446379907173e-01 3.195705984985970360e-01 -2.102500095238254474e+01
-5.020646959187465841e-01 1.760328218884703033e-01 2.647738921691656921e-01 -2.039360590000676865e+01
-4.772622682577347675e-01 2.270733275320200029e-01 2.598128953819641707e-01 -2.131765554784078986e+01
-3.025789868943051797e-01 2.219687607191904166e-01 3.281550068568446221e-01 -2.241060667401707818e+01
-4.231744037334261299e-01 1.861519950020773806e-01 3.032072170909348441e-01 -2.036612400383109645e+01
-2.335000249109184800e-01 1.026594057340938920e-01 3.048494070001794287e-01 -2.406975832943676608e+01
-6.452667732092198793e-01 1.524622013697287670e-01 3.131733665845715664e-01 -2.099748676100579559e+01
-5.763539224317577592e-01 2.145474961999128405e-01 2.469364370474806669e-01 -2.172817645929876562e+01
-4.036373895588955540e-01 1.996506111821700624e-01 2.668475989191508302e-01 -2.062231830559860768e+01
-5.545388658242282887e-01 2.015746226884421732e-01 2.600535147646654277e-01 -2.062228653324140382e+01
-4.210226277844620890e-01 1.266144081642650299e-01 2.678154059586995706e-01 -2.216960426613614743e+01
-7.845097933442113369e-01 2.531096203113028520e-01 3.080323897987604087e-01 -2.294607504622658212e+01
-6.551017271270236364e-01 1.505213450476766135e-01 3.322233307897491383e-01 -2.173184244172703927e+01
-7.556664268563824116e-01 2.118433282922843885e-01 3.097377420836599504e-01 -2.138158428093128194e+01
-2.633307787608337169e-01 1.361556895399910205e-01 2.581676080997518663e-01 -2.340963851871227064e+01
-5.195795458155758606e-01 2.065414150226225765e-01 2.628275561222138124e-01 -2.055560499950454556e+01
-3.883479852964475398e-01 1.640012125588540537e-01 3.221932613766321785e-01 -2.120294598551544851e+01
-5.551820689845263779e-01 1.507552951762164972e-01 2.700841588219036749e-01 -2.082613738545709481e+01
-5.677551182271932673e-01 1.625364990839542612e-01 3.151488903921494389e-01 -2.066868460487079417e+01
-6.099953911965281250e-01 1.640852093003566103e-01 3.035086190928133476e-01 -2.043869061392483033e+01
-7.316855019848326203e-01 1.832475370236705814e-01 2.815006482131282572e-01 -2.083472307000650403e+01
-6.887557449944707866e-01 1.589226391498338997e-01 2.840311652555465582e-01 -2.083583135999387181e+01
-9.337709892524369559e-01 1.878469298774018137e-01 3.167973526922409633e-01 -2.307819052714349084e+01
-6.408390415696252340e-01 1.717156185439185634e-01 2.832328910873852523e-01 -2.033232790622026798e+01
-5.930026523033038455e-01 1.573116172630455167e-01 2.491552369516600585e-01 -2.190057187489834334e+01
-1.609759049037791101e-01 1.773422104964596513e-01 3.039316816700800006e-01 -2.257774856697790611e+01
-5.516658126409847984e-01 1.420400623140678498e-01 2.682412383439091164e-01 -2.123170108319438754e+01
-6.822790480055533902e-01 1.861032632120550034e-01 3.443705869712085921e-01 -2.209278282586406306e+01
-5.580740239538704017e-01 2.125364570111968887e-01 2.996105038059277970e-01 -2.038936481131363010e+01
-6.541012111633915938e-01 1.157745893346877747e-01 3.238091912017913021e-01 -2.257364825180531298e+01
-5.395273597703200696e-01 1.946458271288318553e-01 3.283037927284134794e-01 -2.105844287496775635e+01
-5.325759783962646932e-01 1.836764930662104500e-01 2.538866294944464030e-01 -2.085775859696207490e+01
-4.118517613898546870e-01 2.026817603131123580e-01 2.440973211846985125e-01 -2.188581191370932189e+01
-4.989599102000785713e-01 2.056946393215724755e-01 2.463386004912321015e-01 -2.149387446479147101e+01
-5.127483610028700234e-01 2.049411203822189553e-01 2.648636887159208086e-01 -2.045474642581232061e+01
-5.450862484337695157e-01 1.732330443237148077e-01 2.592095895831320607e-01 -2.069217468442654351e+01
-4.562838206478597169e-01 1.068688010566571367e-01 2.785900074389274783e-01 -2.287348758158607964e+01
-4.976465417104574129e-01 1.868019587941454618e-01 3.001636496366401063e-01 -2.011815543157723951e+01
-5.968722752733572889e-01 2.150967372304951608e-01 2.978166045499995862e-01 -2.047445350052769442e+01
-2.491332869524929550e-01 1.656512821798447055e-01 2.787225730080871156e-01 -2.169182066984892288e+01
-4.899555407338670454e-01 1.614680611657746123e-01 2.955329334531522911e-01 -2.026815123224059789e+01
-4.711852454523002831e-01 1.727596567663147731e-01 2.690537590486195563e-01 -2.033435415079392783e+01
-3.982144529146744993e-01 1.801596422745050385e-01 2.600664125115310643e-01 -2.086310205321459676e+01
-3.413148803121047181e-01 1.745593038755235415e-01 2.653338298739920109e-01 -2.107127840239983030e+01
-4.165560529772478482e-01 1.684859016625536721e-01 2.986935411484109570e-01 -2.039491928799727916e+01
-6.374525144358038631e-01 1.751363942397744511e-01 2.988650750543351275e-01 -2.032302510790774619e+01
-8.235702693462984003e-01 1.664775140508657214e-01 2.883374901515312616e-01 -2.183430272926511151e+01
-4.184106317960936128e-01 2.179668090775178091e-01 2.520390618282657980e-01 -2.162906776607488268e+01
-5.103618432753899148e-01 2.082757568874616938e-01 3.364084279159033630e-01 -2.162939838195381270e+01
-5.085376262968411831e-01 1.680697387256477604e-01 2.445071874348968555e-01 -2.178171818706306695e+01
-4.660603319131942923e-01 2.039945873268075860e-01 2.674424318366268039e-01 -2.042524055567268348e+01
-5.862658680914173415e-01 2.244084842413891501e-01 2.568270594334436940e-01 -2.141052805610679854e+01
-5.319470570403375120e-01 1.597754946298070855e-01 2.899471805791278278e-01 -2.024837358539880938e+01
-4.104242799420266263e-01 2.260920895398379205e-01 3.186279517596562472e-01 -2.152957901499653914e+01
-3.435239944665018363e-01 2.001320341391070734e-01 3.811426157892499611e-01 -2.483082914773843797e+01
-4.514054200161708441e-01 8.392860982616914822e-02 3.156361476882024730e-01 -2.402526305913450955e+01
-5.719464994510438105e-01 1.381633905923779770e-01 3.017466997637451298e-01 -2.099019178764240579e+01
-7.420996966881239221e-01 2.066531602354708397e-01 2.796105101825198669e-01 -2.108436686653910286e+01
-4.661436665761156672e-01 2.565890899008731463e-01 2.688764602751445021e-01 -2.253062155959492330e+01
-5.744994366679410103e-01 2.137106732209300697e-01 3.009597295790424343e-01 -2.045590531825023106e+01
-1.697646160221086276e-01 1.492000461990078963e-01 2.863920634227110074e-01 -2.290874986610538855e+01
-7.318311904854453154e-01 1.737557658774053770e-01 2.603002740046043706e-01 -2.168751997198519632e+01
-5.819247070368824826e-01 1.672282492131587639e-01 2.985482267772317511e-01 -2.024416471692536845e+01
-6.289580934797411871e-01 1.779581428932319465e-01 2.977182510568414653e-01 -2.025563463789609386e+01
-5.183343006294279798e-01 1.742547616444420355e-01 2.754988011989449870e-01 -2.011598480554842538e+01
-5.212606133676831455e-01 1.885069004109040658e-01 2.709550507162139521e-01 -2.013399994165716578e+01
-5.350791753433949971e-01 1.708599879313180414e-01 3.085324472054427614e-01 -2.035308599029060872e+01
-6.171871080730764181e-01 1.654314644023512360e-01 3.348656434082233346e-01 -2.150221850237718613e+01
-7.788023360193667699e-01 1.764873835091387289e-01 3.054147508765863717e-01 -2.128663534629196263e+01
-1.618467484247361199e-01 1.466429650231487469e-01 2.692925730779756610e-01 -2.365272886903760252e+01
-7.153864441184840661e-01 2.025255784323342079e-01 2.662420368546603022e-01 -2.118698486944781578e+01
-4.645928126077547016e-01 1.781876332576425859e-01 2.870895160846661520e-01 -2.005759030397349818e+01
-8.309825099315673036e-01 1.735575080104108936e-01 3.146324755154962238e-01 -2.195249801716972371e+01
-3.782965665951363299e-01 2.225849849257657831e-01 2.527222478600831268e-01 -2.197980638955566235e+01
-5.240936017395605440e-01 1.899978599125014544e-01 2.433275446455829549e-01 -2.160602586375239653e+01
-5.641744693759052076e-01 2.042773505009119195e-01 3.366323247426231680e-01 -2.156694493195399787e+01
-5.169033481464188062e-01 1.959549170054721290e-01 2.775532248412269087e-01 -2.005117789962234198e+01
-8.359443805473512068e-01 2.139579312939252076e-01 3.319064818383238302e-01 -2.272310585544807537e+01
-6.240664291378759110e-01 1.796945119482746822e-01 2.292254209955296995e-01 -2.365256819142820888e+01
-5.551560096114757092e-01 1.316207281824600395e-01 2.783790026905374471e-01 -2.138192933608623392e+01
-5.928900303484138101e-01 2.017647453842787431e-01 3.329105122301666553e-01 -2.137969269456803900e+01
-2.901509866969857465e-01 1.550335182867502160e-01 2.695349175765479055e-01 -2.176217162326478771e+01
-4.160137685000740437e-01 1.726803347617572870e-01 2.413707369184458218e-01 -2.218217395086325183e+01
-5.293954359272743382e-01 1.653657033643680108e-01 2.842653337784784573e-01 -2.014806271350081701e+01
-4.912219813949294522e-01 2.333829354113785559e-01 2.845227913295389488e-01 -2.094526546395091771e+01
-5.651721167196406270e-01 1.255350474805363159e-01 2.862260789659135662e-01 -2.154344118481062154e+01
-6.540380761314368296e-01 1.249119995330494892e-01 3.123427585956320418e-01 -2.191688011215804721e+01
-5.580470552484156910e-01 2.011814787092248979e-01 2.500007034545159712e-01 -2.119827020161369546e+01
-6.045843184841088735e-01 2.334088230105844097e-01 2.783658853689560120e-01 -2.106864387067971123e+01
-2.628366931793612582e-01 2.025545046256023163e-01 3.122421968127662151e-01 -2.178148684098264098e+01
-5.860583757508159852e-01 1.670651482510072949e-01 2.831606323324774577e-01 -2.020626882087946541e+01
-6.645010252848557730e-01 1.772862672971859122e-01 2.908759183427007122e-01 -2.036487890697194914e+01
-7.176757966796127874e-01 1.326994951495131803e-01 3.282231012436755968e-01 -2.235249428759487245e+01
-2.137994291633169563e-01 1.580250517355092366e-01 2.504725977315132579e-01 -2.373288286234340916e+01
-8.842611142303069549e-02 1.954914734456379977e-01 2.842776749379270496e-01 -2.379966784555507786e+01
-5.187340405138157751e-01 2.570481889325908487e-01 3.039875242567071090e-01 -2.215576753599897941e+01
-7.763282721476421067e-01 1.828269487195965104e-01 2.926144625234131658e-01 -2.113753742801025481e+01
-4.862774241721884438e-01 2.096424857001470410e-01 2.747489707991366825e-01 -2.031982735933436146e+01
-7.748690862169654858e-01 2.135996551806075283e-01 3.279624171012306966e-01 -2.209742557604554136e+01
-7.324138987111377119e-01 1.639370429551015584e-01 2.674991142654505327e-01 -2.152513785317627892e+01
-5.968921911455504770e-01 2.325475727518216962e-01 2.730430520880545719e-01 -2.111887609553253498e+01
-6.727821026197755572e-01 2.335992545531589415e-01 2.575097946015912354e-01 -2.216615048441184754e+01
-6.992837364156436752e-01 9.699288768446341635e-02 2.933808969779060916e-01 -2.377424726962683010e+01
-3.316300745291106966e-01 1.630349894615709672e-01 3.318131637094057229e-01 -2.191068015294604265e+01
-5.667646113872728542e-01 1.532147093546019634e-01 3.232236717834021666e-01 -2.110792338565971704e+01
-6.245590102395697230e-01 1.393294708240810642e-01 2.930369780905819899e-01 -2.105144652997593724e+01
-5.729269000006824708e-01 2.031191300131766631e-01 2.691982253922211021e-01 -2.034393517712925359e+01
-6.660845854014987300e-01 2.081565431261744592e-01 2.886713957045043966e-01 -2.051522546389573520e+01
-5.581133795660205843e-01 1.725815796168479466e-01 2.885640265509921698e-01 -2.005937357505230523e+01
-6.186072781046233482e-01 1.378118712726838502e-01 3.292814980959894444e-01 -2.181580105620940557e+01
-4.926130763022866788e-01 9.466672720089971960e-02 2.783773774575998838e-01 -2.375645189109342326e+01
-8.826445704771359591e-01 1.865612370481381788e-01 2.917479726083225255e-01 -2.231522904982634614e+01
-4.611777607966830450e-01 1.219156891661694747e-01 3.237780889919347205e-01 -2.211282921503613963e+01
-3.647346579160513080e-01 2.222458015388431019e-01 3.151580535656571258e-01 -2.153296007535065471e+01
-4.141033434898254706e-01 1.823568824182155712e-01 2.396538312731356923e-01 -2.221628667744193919e+01
-6.801110717715637133e-01 2.174704360654718671e-01 2.793532574275124913e-01 -2.086111789775071657e+01
-6.053411581770969940e-01 1.728136993203938654e-01 2.678744398586506148e-01 -2.049193738894609851e+01
-7.057805508118459858e-01 1.647223453785270908e-01 3.351234511795224136e-01 -2.184272953985655263e+01
-5.263235817196609823e-01 1.705821973583796225e-01 3.097140864216242906e-01 -2.038753392221438787e+01
-3.682735652085713518e-01 1.842497517784964511e-01 3.027355699787763199e-01 -2.061547182563424840e+01
-6.504597010946414626e-01 1.878112682987629900e-01 2.301752771638629069e-01 -2.362294489483284465e+01
-4.775224916396169084e-01 1.195196098186441236e-01 2.839649640255330065e-01 -2.188242971435136752e+01
-5.056287783533186531e-01 1.964262229800496085e-01 3.182678592672262829e-01 -2.067805915270869477e+01
-6.029833433697270317e-01 2.209259918014564450e-01 2.591576198304978984e-01 -2.122474380865127586e+01
-4.519321404774997442e-01 1.944321144174900318e-01 2.520629725501492557e-01 -2.105556296085574530e+01
-7.791907762569617590e-01 1.793828072207907520e-01 3.540654527676874164e-01 -2.310863464590316596e+01
-6.278606155261364785e-01 1.946223145376059782e-01 3.006431394122311973e-01 -2.030170077405525930e+01
-5.764712022061008190e-01 1.861960625006170433e-01 2.978551053056708309e-01 -2.009605575713867509e+01
-6.608738199473762620e-01 2.288106569313845540e-01 2.967089206952734926e-01 -2.105667291533024610e+01
-6.189335322918853022e-01 1.379351550701009288e-01 2.929770610489943472e-01 -2.108349792980721560e+01
-6.691503889586944975e-01 1.379730476172985609e-01 3.650738000289234786e-01 -2.377174063030306783e+01
-4.156331653920429803e-01 1.685301969943001632e-01 2.795812748485107524e-01 -2.035767586827840958e+01
-5.477384997868537386e-01 1.565341999688450170e-01 2.656302033504277516e-01 -2.079321423280230619e+01
-4.060936731803146960e-01 1.404691747504525634e-01 2.614887923945815595e-01 -2.183639021570799343e+01
-5.495105404256562798e-01 2.189665089184355262e-01 3.004698399989470525e-01 -2.055104356022062717e+01
-4.474814964841090648e-01 1.844794821441949340e-01 2.968601437065917503e-01 -2.016518264151787321e+01
-5.755800617915042272e-01 1.133746479146446051e-01 3.225875726594419901e-01 -2.242832452114534192e+01
-4.902865473224978232e-01 1.806294385821256565e-01 2.681981165144983748e-01 -2.024871835796387387e+01
-5.526109319005861886e-01 1.851496108924324258e-01 2.885589448950878766e-01 -1.997835520958292577e+01
-3.043424438665045528e-01 1.993606718330946936e-01 3.012044416953216786e-01 -2.113318186848100311e+01
-4.430393215664195083e-01 1.630590275876007134e-01 3.226206482748229520e-01 -2.102947591235973945e+01
-2.346274695234557006e-01 2.038455830222060672e-01 3.620860121150505373e-01 -2.431751718662496842e+01
-5.084054653699743298e-01 1.968849245557503513e-01 3.081222157365209324e-01 -2.034965970828566739e+01
-6.841250636048230582e-01 2.255608159720907668e-01 3.646901363994667356e-01 -2.380092981276559527e+01
-1.228281253310691268e-01 2.492412118378088126e-01 2.712030187997676034e-01 -2.550542898623696075e+01
-4.047757609715880167e-01 2.427275778817358509e-01 2.916232943159293711e-01 -2.164840528012974019e+01
-7.766100323515737758e-01 1.977013411487964223e-01 2.997720987882477872e-01 -2.120157231998693703e+01
-3.190437694269189217e-01 2.225304052854322756e-01 3.138283126508928378e-01 -2.180189785395539914e+01
-5.008893257151467715e-01 2.623920398231360807e-01 3.155633852069645306e-01 -2.270880532232165905e+01
-7.534621493568017803e-01 2.025494560506005404e-01 2.682272431839839988e-01 -2.145710729563077379e+01
-6.245051686067426555e-01 1.995684068094036867e-01 2.668664989922432396e-01 -2.054276966535969962e+01
-5.918117172961270267e-01 1.093365208199462008e-01 3.320692843375386838e-01 -2.293286127348568826e+01
-7.668456041280620195e-01 2.703012982349459747e-01 3.358359196317136086e-01 -2.437796279550376966e+01
-6.366558388055267859e-01 1.541819510915414249e-01 3.103837599704554751e-01 -2.085802892414438148e+01
-1.948826049988880427e-01 2.232852937662669346e-01 3.835513221190134381e-01 -2.637705283594980443e+01
-5.102247253871394772e-01 1.287732979873833505e-01 2.923906162543098430e-01 -2.128451545329042460e+01
-4.332330701121921979e-01 1.760108935759218396e-01 2.250147908438532018e-01 -2.403741364170953432e+01
-6.925162508474687062e-01 1.721673544885625740e-01 3.346709759969592746e-01 -2.168910132233053645e+01
-4.624533349189539067e-01 8.577868352502435179e-02 2.953857467833097550e-01 -2.396683073456954105e+01
-3.922683818075735629e-01 1.163920963048065554e-01 3.233414830270913143e-01 -2.254006321136806790e+01
-5.150840078122692622e-01 1.937362580554981561e-01 2.781847448744924067e-01 -2.002851147150114031e+01
-5.679132727702096428e-01 2.135757172304882934e-01 2.918474548900736321e-01 -2.032487503172716714e+01
-5.384069578070442841e-01 1.519886069380408378e-01 3.200478709432622582e-01 -2.099972238909567679e+01
-2.663412521317578552e-01 1.865388222765314019e-01 3.178371459053979664e-01 -2.176444825154500506e+01
-5.606432224294515265e-01 1.658716258019118928e-01 2.888883864551725633e-01 -2.015665338805815665e+01
-7.007098583954900484e-01 1.643239711568060257e-01 2.748080495698945191e-01 -2.098104198692297473e+01
-7.274379857249624326e-01 1.850385026231770313e-01 2.644933618633368289e-01 -2.130391251458370760e+01
-7.416188478211359625e-01 2.273619941395041977e-01 3.190616609355516053e-01 -2.189797873378928728e+01
-4.557425900091366389e-01 9.938683328431618946e-02 3.493721975887295605e-01 -2.408863944585278816e+01
-5.299543550696783623e-01 1.644777406393487795e-01 3.388224879567953707e-01 -2.161600078626141297e+01
-6.221689634031791760e-01 1.988156415151234035e-01 2.493258441322904195e-01 -2.145857050522942089e+01
-4.613894102049032053e-01 2.018316358941712185e-01 2.724434927079136814e-01 -2.028107484130968530e+01
-5.919897907659124048e-01 2.357095887963921166e-01 3.404001813449113456e-01 -2.249983249358320592e+01
-5.022842512527448955e-01 1.907526922812977366e-01 2.856524343156428003e-01 -1.998200465920262658e+01
-4.964575034585352320e-01 1.346143170653575083e-01 3.451182752651800190e-01 -2.252520551401405058e+01
-7.440615865246346106e-01 1.270246172312210209e-01 3.136236233706296006e-01 -2.237101880624607020e+01
-6.537026237129954787e-01 1.971035934825649816e-01 3.173604542794498107e-01 -2.084505270447335334e+01
-4.986511044351975563e-01 1.292693318376061939e-01 3.274374964561765911e-01 -2.190968835292416372e+01
-6.858879031951794492e-01 2.542494087590634888e-01 3.017649670076409385e-01 -2.230234447464990666e+01
-7.313080024232837539e-01 1.286820397825754192e-01 3.181803994123960089e-01 -2.230250873691071334e+01
-6.235449952633551618e-01 1.426979617157575486e-01 3.581399322565670951e-01 -2.312864673605380972e+01
-6.658545049464913435e-01 1.964369131804590551e-01 2.588837940152744488e-01 -2.109745236627405518e+01
-4.360703418108913820e-01 1.505520089032461595e-01 3.127386714879084595e-01 -2.094299578956348995e+01
-5.189097294750159017e-01 1.569361674056731215e-01 2.864651501870360550e-01 -2.031442964401944451e+01
-4.413060961586205977e-01 2.752948964568716628e-01 3.253219450027246551e-01 -2.389375338083368305e+01
-2.961233355554090396e-01 2.395329058646365195e-01 3.038809778234332626e-01 -2.236913557866816760e+01
-3.457205288311938629e-01 1.285316319706242549e-01 3.449140001797317834e-01 -2.315374015130696606e+01
-6.978422330017768349e-01 1.362943045734540393e-01 2.608744558558977467e-01 -2.265950481261786109e+01
-8.654060844546845876e-01 2.048994633406397980e-01 3.380398616817466562e-01 -2.309018191364655337e+01
-4.022646527634202718e-01 1.246785788435174902e-01 3.121774643936193194e-01 -2.187777059351018138e+01
-7.506113299785174275e-01 1.819355350020051554e-01 3.174408857252401517e-01 -2.131265495132601373e+01
-2.484418167513476883e-01 1.466060296576046085e-01 3.168061637428186139e-01 -2.228580515692035746e+01
-1.143412760421229635e-01 2.048295825623865640e-01 3.165792966249929008e-01 -2.363480978560764711e+01
-6.506575168015381605e-01 2.200760788572709570e-01 3.546538985469648297e-01 -2.297243966181784813e+01
-2.757237593598843572e-01 1.832007472145555926e-01 3.039750867520825128e-01 -2.131825859399455680e+01
-6.793704157313227299e-01 2.164850095226824866e-01 2.860762896800284616e-01 -2.076579357546896532e+01
-6.270180285168212020e-01 1.426460058821691912e-01 2.668557684682740239e-01 -2.152225582291620753e+01
-3.309595718817798238e-01 2.287195314778803779e-01 3.202472299355756946e-01 -2.211024497957432544e+01
-4.399259979429561151e-01 1.469696583840772175e-01 3.360999212671370029e-01 -2.188981790428477936e+01
-7.707327086457262943e-01 2.018366579545079198e-01 2.849099073052178688e-01 -2.119864993748393545e+01
-5.739741244937401898e-01 2.406294845401105720e-01 2.712727674688744650e-01 -2.147734631835795582e+01
-4.264339814777238225e-01 4.771117776217247142e-02 3.576440871937336952e-01 -2.754759894783075680e+01
-6.878318030706079833e-01 2.366314701756630501e-01 2.851000554152992583e-01 -2.148300807514565136e+01
-7.977615088660183762e-01 1.936295705210182294e-01 2.986078111178475103e-01 -2.135749140043694894e+01
-3.839057659763128183e-01 1.592770090484984524e-01 3.415069791282558387e-01 -2.214805789083581189e+01
-4.622641181633290186e-01 1.496176093382297623e-01 3.032977807982615293e-01 -2.068558907769525490e+01
-6.779369131255195136e-01 1.929553726957497772e-01 2.415039970465452934e-01 -2.249914790922578689e+01
-6.799761595137647774e-01 1.981677354811733072e-01 3.075465646614147230e-01 -2.068538834275163651e+01
-7.104613863883778579e-01 1.798674707702270781e-01 2.623206213665296715e-01 -2.129589774662458623e+01
-4.573783263000705812e-01 2.016159720266309796e-01 2.828008895077825380e-01 -2.016751666249023245e+01
-4.582015648082624626e-01 1.366928934759757130e-01 2.839845318920869444e-01 -2.107386033603643583e+01
-7.273164515927218465e-01 1.963373357218817228e-01 3.325250286813943301e-01 -2.176875899153814586e+01
-3.477308311201963709e-01 1.933766021375967759e-01 3.183609264549370765e-01 -2.122100034343587538e+01
-4.782837405618295401e-01 1.378018064109981233e-01 3.253661033512925682e-01 -2.158720780593885991e+01
-6.228902658761756861e-01 1.797036538921796267e-01 2.543932343881744051e-01 -2.113681891828845139e+01
-8.028128518066681707e-01 1.693140209308181821e-01 2.735615755232873036e-01 -2.190982892911674185e+01
-7.694747683290179552e-01 1.725669174065161404e-01 2.881986610525933412e-01 -2.118122338732808529e+01
-7.310622903834527175e-01 2.401916500820445999e-01 2.897247073865350520e-01 -2.188154039643779925e+01
-8.488960047070119863e-01 8.741216668666733358e-02 3.747495912541951579e-01 -2.708280816345548914e+01
-4.856200779585285732e-01 1.569141761720202477e-01 3.253680270263601959e-01 -2.113770972027798578e+01
-8.502944043620700443e-01 1.733563939617582261e-01 2.903470290001828324e-01 -2.201769939101141915e+01
-5.682712532360463253e-01 1.912345894458400419e-01 2.814394998621163602e-01 -2.002110899918484321e+01
-7.580686046156640545e-01 1.719075001798330837e-01 3.211050294920825277e-01 -2.153520412866439671e+01
-5.856976274645639968e-01 2.348948411384727264e-01 3.378017111958439012e-01 -2.233939768488990296e+01
-4.657691244091846650e-01 1.364754893254690182e-01 3.057969346950715206e-01 -2.112008879776452019e+01
-3.042152745152453819e-01 2.585245875823174999e-01 2.966422225228999565e-01 -2.320223695411891285e+01
-8.342681646219537450e-01 2.032963218001821448e-01 2.797376878422993540e-01 -2.199366402058668513e+01
-6.803364236007324317e-01 2.030598953277753249e-01 2.806526509310204309e-01 -2.056440116461959633e+01
-4.815005490873171534e-01 1.603383908213121545e-01 3.086362295349908136e-01 -2.053425029397092416e+01
-4.973290659999067831e-01 1.579069125745970192e-01 3.390762394302956895e-01 -2.173222809154735913e+01
-6.256373802634636050e-01 1.881063776271217902e-01 4.299709735373020147e-01 -2.812869344709971742e+01
-6.042774776874644260e-01 1.831549639623177295e-01 2.748061627931346340e-01 -2.020249438023400756e+01
-3.618644704160876580e-01 1.536009988067281173e-01 3.150749778818888180e-01 -2.126028768569713634e+01
-5.538526916119466126e-01 1.629047448259539066e-01 2.913310021738522160e-01 -2.020645347937454517e+01
-4.736454159887123483e-01 2.466558195009800891e-01 2.608403011422542050e-01 -2.223609040986017149e+01
-4.577391037237041327e-01 1.999572532081739518e-01 2.579109776415650090e-01 -2.076186505904477997e+01
-3.359792874366394066e-01 2.020127097614135003e-01 3.210124684151969277e-01 -2.148744232492241935e+01
-4.223175896674935537e-01 1.426338612757722391e-01 2.814804533691245836e-01 -2.098408268590290504e+01
-6.190089819648928460e-01 1.864626314056460343e-01 2.834542906502078852e-01 -2.013689508057324318e+01
-5.318531545867217769e-01 1.553581385934865167e-01 3.127789700108907223e-01 -2.070022723405076803e+01
-6.930481113653588210e-01 2.312339823551796125e-01 3.070389408166375178e-01 -2.144099254887845873e+01
-4.751616077901793522e-01 1.438013994411982410e-01 3.218180220803230629e-01 -2.129976575310876186e+01
-5.105313807861741049e-01 1.934965223816312307e-01 2.713698228929958267e-01 -2.014381757156910524e+01
-6.753828716196644821e-01 2.058889042585438645e-01 3.572623914455270722e-01 -2.295705738713139255e+01
-3.128820894754980042e-01 1.577984586199831230e-01 3.462083367574425585e-01 -2.278654708215434610e+01
-5.426220354963724457e-01 2.413146445744959734e-01 2.707335372348235181e-01 -2.149177298491860810e+01
-4.274514576821129008e-01 1.411806761689746448e-01 2.894088404963511829e-01 -2.094324174239007874e+01
-5.826555860398519027e-01 2.195306129579950860e-01 3.180422483854024596e-01 -2.106532096287349987e+01
-5.532987018223245457e-01 1.632362613354854386e-01 2.496933873248745606e-01 -2.153545590675218335e+01
-5.114034404254312882e-01 2.017638163878109070e-01 2.923056561732788050e-01 -2.010374806316859164e+01
-4.729014865541901758e-01 1.665313114126328320e-01 2.827217024967140224e-01 -2.018314427536197897e+01
-6.364316353384157354e-01 1.304050007977498871e-01 3.031712927080436049e-01 -2.149035370192225258e+01
-4.268041286010038071e-01 1.719398866595920616e-01 3.091766490599687778e-01 -2.054355791675596876e+01
-4.991323717582815123e-01 1.942203100724150533e-01 3.303383220983633350e-01 -2.117586118141621299e+01
-1.282432737071347306e-01 1.354534794543343357e-01 3.764589158352518172e-01 -2.635587211186277656e+01
-1.477497899262139591e-01 1.723900008705396003e-01 3.148699557610477595e-01 -2.295542246558555277e+01
-5.575337151464452301e-01 1.727152597826049074e-01 2.756446291247732772e-01 -2.016110900221152491e+01
-7.173369070488284649e-01 2.261047578009660053e-01 2.953865790474211606e-01 -2.126828080080899852e+01
-5.261510276872248815e-01 1.773275166820983406e-01 2.857260887700319718e-01 -1.999284868979277263e+01
-3.014702289504402888e-01 1.728794918611720466e-01 2.999943944719242750e-01 -2.106788410811616075e+01
-7.635356278555653908e-01 1.714446837536951485e-01 3.054220600871118130e-01 -2.120841139934233155e+01
-6.398707336302820181e-01 1.920690988060248794e-01 3.013286645099721994e-01 -2.034158911365410916e+01
