j_acc_kpc_km_s,j_bar_kpc_km_s,f_gas,j_gas_kpc_km_s,j_star_kpc_km_s
20.892961308540386,20.76185020665874,0.5732193162276084,27.04251440102379,12.326140316683503
41.78592261708077,41.52866030295925,0.6570953682518786,51.79420883209929,21.857172179061187
62.678883925621165,62.29618803067878,0.7117927241933536,75.46558672602802,29.771394383068678
83.57184523416154,83.07799751850445,0.7535296560708827,98.31801430137874,36.484949357641845
104.46480654270195,103.86597838009803,0.7875883257893954,120.49597568662824,42.204622971044
125.35776785124233,124.66017855844062,0.8165189465106137,142.09941145914433,47.052906280273106
146.2507291597827,145.47765878159757,0.8415064647935886,163.2259874380767,51.24458306492751
167.14369046832311,166.31072331172004,0.863327777297184,183.95386128110096,54.86297784866663
188.0366517768635,187.12014866463863,0.8824450807003453,204.3362956952549,57.884346825882204
208.92961308540387,208.00080047094863,0.8994474141683253,224.4632212267593,60.74370452165154
