r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
1.10 33.20 5.42 0.00
2.21 54.60 6.05 94.72
3.31 65.70 5.73 146.31
4.42 69.20 6.79 207.48
5.52 70.90 5.44 260.01
6.64 72.40 3.89 305.03
7.74 73.20 2.44 341.08
