r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.51 3.02 4.03 0.00
1.53 9.50 2.90 10.42
2.55 14.34 1.59 17.15
3.57 16.03 0.74 26.39
