r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.96 23.19 4.73 0.00
2.90 35.77 5.51 85.53
4.83 52.31 5.77 142.77
6.76 64.16 5.11 246.08
8.69 72.01 3.86 343.66
10.62 76.01 2.60 431.56
12.55 80.13 1.55 503.72
14.48 80.98 0.82 557.43
