r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.96 34.20 3.17 0.00
1.92 49.50 3.19 74.39
2.88 59.90 5.12 126.77
3.84 65.30 5.01 174.56
4.80 69.80 5.08 224.53
5.76 73.80 4.97 277.04
6.72 76.20 4.27 327.42
7.68 79.30 4.71 382.17
8.64 80.30 4.49 438.89
9.60 81.90 4.27 494.02
10.60 84.00 4.19 552.55
11.50 85.60 4.30 608.01
12.50 87.90 3.89 669.75
13.40 90.80 3.65 724.98
14.40 95.50 2.96 784.66
15.40 98.00 2.20 837.34
