r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.60 14.60 7.34 0.00
1.19 31.50 5.26 25.62
1.79 44.80 6.62 50.83
2.38 50.60 5.20 73.52
2.99 55.60 5.31 99.24
3.59 61.40 4.83 126.92
4.18 66.00 4.59 156.23
4.78 69.30 3.73 185.15
