r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.91 26.00 6.87 0.00
1.82 45.10 8.04 64.59
2.73 57.00 8.99 106.05
3.63 62.00 7.02 144.41
4.55 66.90 5.49 182.52
5.45 70.60 4.29 219.41
6.37 72.80 3.21 254.87
7.28 73.30 3.00 289.98
8.18 74.30 1.22 315.71
