r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.68 20.50 10.00 0.00
1.37 34.60 10.45 36.63
2.05 46.00 8.69 58.69
2.74 51.80 6.17 82.02
3.42 56.80 4.87 105.58
4.11 61.40 4.22 131.60
