r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
1.74 96.40 9.93 0.00
3.50 157.00 9.65 420.30
5.24 192.00 8.95 660.91
6.98 201.00 8.00 906.07
8.72 201.00 9.12 1162.75
10.47 194.00 8.56 1394.86
12.19 190.00 6.03 1570.57
13.94 186.00 4.33 1710.66
15.68 184.00 3.45 1833.47
17.42 182.00 3.00 1953.37
19.16 181.00 2.03 2060.05
20.90 183.00 1.89 2161.51
22.65 185.00 1.36 2260.88
24.39 186.00 0.79 2337.52
26.13 186.00 0.51 2392.58
27.87 184.00 0.40 2437.70
29.61 185.00 0.38 2482.68
