r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
1.74 145.00 13.32 0.00
3.50 174.00 11.54 478.95
5.24 194.00 12.36 715.42
6.98 190.00 10.61 925.42
8.81 186.00 6.07 1086.65
10.90 188.00 3.63 1233.18
13.12 187.00 2.79 1383.92
15.33 179.00 2.20 1529.72
17.30 176.00 1.88 1654.96
19.05 167.00 1.48 1756.18
