r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.50 16.90 9.84 0.00
1.00 23.90 10.56 18.99
1.51 28.20 11.08 29.51
2.01 33.00 10.57 41.82
2.52 39.10 9.72 57.05
3.02 43.80 8.85 73.94
3.52 53.10 7.54 93.55
4.03 61.00 5.79 115.26
