r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.63 14.80 3.89 0.00
1.26 27.20 5.48 27.74
1.88 34.10 5.69 43.75
2.52 38.80 5.85 63.37
3.14 42.80 8.46 88.65
3.77 47.90 6.96 113.50
4.40 51.90 7.42 140.40
5.03 57.60 7.22 170.69
5.65 60.70 5.90 199.62
6.29 65.60 4.24 225.97
6.91 68.60 2.61 246.76
