r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.44 13.03 4.01 0.00
1.32 16.77 2.61 16.57
2.20 23.80 1.36 25.41
3.08 32.29 0.62 39.40
