r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.61 47.30 8.40 0.00
1.22 70.40 9.09 67.86
1.84 83.70 8.20 103.46
2.45 89.10 6.73 139.16
3.07 91.70 5.30 173.34
3.68 95.10 4.05 204.97
4.30 96.90 3.65 237.76
4.91 100.00 3.52 273.16
5.52 103.00 2.75 308.20
6.13 106.00 1.93 338.66
