r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.87 26.60 2.51 0.00
1.74 45.20 4.94 67.40
2.61 57.00 5.14 103.64
3.50 69.30 4.70 150.32
4.37 77.30 4.04 199.86
5.24 80.70 3.32 247.52
6.11 84.00 2.58 291.22
6.98 85.00 1.83 329.11
7.85 85.70 1.26 360.34
