r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
1.74 59.20 4.07 0.00
2.61 71.20 5.03 156.81
3.50 84.50 5.74 216.69
4.37 93.50 5.65 280.61
5.24 97.50 5.27 343.54
6.11 100.00 5.14 405.46
6.98 101.00 4.80 465.38
7.85 103.00 4.23 522.18
8.72 105.00 4.08 579.42
9.60 110.00 3.76 640.47
10.47 111.00 2.97 697.19
