r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.92 234.00 0.68 nan
2.32 192.00 2.10 419.25
3.24 212.00 2.87 535.34
4.17 223.00 3.32 686.57
5.10 222.00 3.64 836.12
6.03 224.00 3.97 984.15
6.96 224.00 4.53 1137.16
7.89 226.00 5.10 1295.87
8.80 226.00 5.65 1453.49
9.73 227.00 6.10 1614.14
10.64 227.00 5.87 1762.21
11.58 224.00 5.27 1896.57
12.52 220.00 5.39 2020.59
13.46 218.00 4.73 2135.03
14.40 217.00 3.77 2233.83
15.33 216.00 2.79 2314.73
16.27 210.00 1.68 2374.11
17.11 208.00 1.28 2412.45
