r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.62 33.79 4.26 0.00
1.85 48.17 3.54 69.49
3.08 59.35 2.43 103.41
4.31 68.12 1.43 153.31
5.54 71.76 0.79 193.92
