r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.84 35.62 1.51 0.00
2.53 55.15 2.51 121.03
4.21 64.48 2.91 177.38
5.89 66.73 2.82 264.48
7.58 67.49 2.51 337.34
9.26 67.87 1.83 403.61
