r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.64 38.18 2.05 0.00
1.92 69.65 3.41 115.46
3.20 75.60 4.57 167.88
4.48 80.93 4.59 246.51
5.76 80.86 3.76 314.44
7.04 77.00 3.31 370.34
8.32 78.69 2.94 423.81
9.60 81.41 2.28 479.26
