r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.87 39.30 8.22 0.00
1.74 54.60 8.11 74.55
2.61 65.50 7.47 114.07
3.50 83.90 7.22 171.45
4.37 94.30 6.75 236.99
5.24 104.00 6.42 308.02
6.11 115.00 6.07 386.16
6.98 127.00 5.55 471.39
7.85 129.00 4.82 554.16
8.72 127.00 3.66 622.60
9.60 124.00 2.57 675.04
10.47 122.00 2.19 718.08
