r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.58 31.30 2.61 0.00
1.16 54.80 2.93 49.57
1.74 61.10 2.74 73.89
2.33 63.90 3.17 102.22
2.91 67.20 3.08 130.48
3.49 70.40 2.49 157.14
4.07 73.70 2.62 186.23
4.65 78.00 2.78 220.36
5.23 80.80 2.62 256.10
5.81 80.50 2.44 289.76
6.40 81.30 2.19 321.30
6.98 82.10 1.94 350.38
7.62 82.80 1.51 379.00
8.28 84.90 0.98 402.90
8.90 84.30 0.77 421.35
9.52 83.20 0.74 439.04
10.22 80.10 0.50 456.35
