r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.34 19.60 8.01 0.00
0.68 32.50 5.68 15.72
1.02 41.90 5.66 26.85
1.37 50.60 7.24 43.16
1.71 57.00 6.86 59.76
2.05 60.50 4.14 73.06
2.39 60.50 2.32 82.46
2.74 60.00 1.89 90.43
3.08 61.50 2.00 99.40
3.42 61.50 1.89 109.71
3.76 63.00 1.57 120.04
4.11 64.00 1.31 130.25
