r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
3.50 102.00 4.56 0.00
5.24 125.00 6.12 555.97
6.98 145.00 7.36 758.36
8.72 164.00 7.30 984.71
10.47 162.00 6.73 1191.67
12.19 160.00 6.70 1372.93
13.94 156.00 5.87 1535.83
16.03 146.00 3.96 1678.39
22.30 158.00 0.92 1923.68
27.52 168.00 0.29 2053.23
30.08 169.00 0.20 2097.78
32.52 167.00 0.12 2131.35
