r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.87 23.40 3.25 0.00
1.74 28.00 3.25 39.27
2.61 36.70 3.42 63.46
3.50 47.60 3.24 97.52
4.37 63.30 3.28 145.75
5.24 71.20 2.88 199.41
6.11 68.10 2.38 244.32
6.98 74.40 2.01 284.78
