r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.87 24.30 0.29 0.00
1.74 49.60 1.89 81.66
2.61 73.60 4.27 150.98
3.50 101.00 4.46 232.64
4.37 107.00 3.88 307.99
5.24 115.00 3.16 376.06
6.11 123.00 3.69 457.22
6.98 130.00 3.75 549.66
7.85 134.00 3.13 636.48
8.72 136.00 3.51 725.03
9.60 137.00 3.06 811.97
10.47 136.00 2.66 887.19
11.35 137.00 2.15 953.59
12.19 137.00 1.39 1003.78
13.12 137.00 1.28 1051.46
13.94 138.00 1.04 1092.27
14.86 137.00 0.60 1127.98
