r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.87 39.60 4.93 0.00
1.74 73.00 4.81 95.66
2.61 89.40 5.56 159.26
3.50 102.00 5.25 228.88
4.37 110.00 5.14 301.69
5.24 116.00 4.80 376.05
6.11 123.00 4.30 451.12
6.98 130.00 3.58 525.24
7.85 134.00 2.46 589.98
8.72 134.00 1.81 643.11
