r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.34 13.25 3.55 0.00
1.01 17.12 2.95 13.69
1.69 20.56 1.98 19.97
2.37 22.41 1.07 28.58
3.05 23.39 0.50 34.65
