r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.91 29.60 5.33 0.00
1.81 44.60 5.54 63.19
2.73 50.40 6.27 97.95
3.64 56.80 5.99 135.58
4.55 60.70 5.27 174.39
5.45 64.70 5.77 218.19
6.36 68.00 6.24 268.55
7.28 71.50 5.69 319.71
8.19 73.40 3.89 362.06
9.09 74.00 3.15 396.96
10.00 73.80 2.10 426.05
10.91 73.90 1.37 448.15
