r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
1.74 56.90 3.74 0.00
2.61 87.40 4.49 182.02
3.50 92.10 5.92 250.62
4.37 93.50 6.61 310.51
5.24 98.20 6.13 368.45
6.11 99.70 6.06 427.31
6.98 102.00 6.28 488.88
7.85 107.00 5.22 549.77
8.72 108.00 4.67 607.97
9.60 110.00 4.63 667.99
10.47 113.00 4.14 728.64
11.35 110.00 3.41 783.41
12.19 108.00 2.92 827.63
13.12 109.00 2.30 870.98
13.94 108.00 1.80 904.23
14.86 108.00 1.32 935.44
15.68 109.00 1.02 959.23
