r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
0.95 46.80 5.47 0.00
1.90 63.00 3.92 88.78
2.86 66.80 6.05 142.45
3.81 69.60 6.11 189.71
4.76 73.40 6.11 238.72
5.72 74.70 6.00 289.02
6.67 76.10 5.02 334.98
