r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
1.74 87.50 12.05 0.00
3.50 106.00 10.33 290.71
5.24 116.00 7.85 408.78
6.98 125.00 5.76 532.77
8.72 126.00 4.03 647.75
10.47 123.00 2.68 743.45
12.31 118.00 2.12 830.03
14.52 115.00 1.83 932.17
17.07 122.00 1.40 1056.87
31.82 121.00 0.33 1597.00
34.61 118.00 0.25 1679.72
37.16 113.00 0.19 1742.64
