r[kpc] vrot[km/s] Sigma_HI[Msun/pc2] jHI[kpckm/s]
1.29 32.14 4.20 0.00
3.88 46.14 4.28 145.15
6.47 58.29 4.41 227.89
9.05 68.39 4.32 371.54
11.64 75.61 3.69 512.66
14.23 77.58 2.84 646.62
16.82 77.96 1.95 755.53
