,t_acc=3Gyr,t_acc=10Gyr,t_acc=25Gyr
0,0.0,0.0,0.0
1,10560603506.161722,3311462786.592517,199980335.49024507
2,20774989248.128048,6609706178.453978,406739027.15241516
3,30654507594.291763,9894782947.549072,620505828.1383922
4,40210136803.70861,13166745655.176056,841518279.1092223
5,49452495225.29275,16425646652.808224,1070021972.1936209
6,58391853097.07442,19671538082.930885,1306270823.8933883
7,67038143958.63217,22904471879.876293,1550527357.23897
8,75400975689.38127,26124499770.65406,1803062993.5087323
9,83489641184.9836,29331673275.779213,2064158353.8360806
10,91313128683.74344,32526043710.096336,2334103571.0395913
11,98880131754.46365,35707662183.600334,2613198612.022663
12,106199058956.86104,38876579602.25478,2901753611.1009297
13,113278043185.27548,42032846668.805984,3200089214.627865
14,120124950706.05615,45176513883.5942,3508536937.3014865
15,126747389898.66652,48307631545.362114,3827439530.5481324
16,133152719710.22232,51426249752.059044,4157151363.3926473
17,139348057832.8565,54532418401.642784,4498038816.238195
18,145340288612.99823,57626187192.87803,4850480687.993296
19,151136070701.35516,60707605626.13145,5214868616.998474
20,156741844452.09918,63776723004.16372,5591607516.220256
21,162163839079.47827,66833588432.918304,5981116023.196142
22,167408079579.8062,69878250822.30733,6383826965.230477
23,172480393426.5232,72910758886.994,6800187840.358226
24,177386417045.7657,75931161147.172,7230661314.61104
25,182131602079.64203,78939505929.3419,7675725736.138234
26,186721221444.17346,81935841367.08446,8135875666.753946
27,191160375188.6323,84920215401.8305,8611622431.501143
28,195453996162.78784,87892675783.62843,9103494686.843163
29,199606855498.35834,90853270071.90762,9612039008.114176
30,203623567910.7591,93802045636.23985,10137820496.88135
31,207508596827.03903,96739049657.09706,10681423408.893627
32,211266259345.7032,99664329126.60637,11243451803.314869
33,214900731033.9329,102577930849.30156,11824530213.962873
34,218416050567.53467,105479901442.87234,12425304343.30008
35,221816124218.77322,108370287338.91014,13046441779.947184
36,225104730197.07574,111249134783.65108,13688632740.516972
37,228285522847.4314,114116489838.71558,14352590836.592669
38,231362036711.15018,116972398381.84564,15039053867.703108
39,234337690453.49512,119816906107.63895,15748784641.175903
40,237215790662.55063,122650058528.27979,16482571819.779636
41,239999535523.5498,125471900974.26735,17241230798.09696
42,242692018372.7422,128282478595.14095,18025604608.60243
43,245296231134.75272,131081836360.2025,18836564858.452053
44,247815067647.25006,133870019059.236,19675012698.02533
45,250251326876.61945,136647071303.22394,20541879822.296154
46,252607716028.2134,139413037525.06158,21438129506.14533
47,254886853554.63614,142167961980.2676,22364757674.765068
48,257091272065.40503,144911888747.69193,23322794010.345066
49,259223421141.22122,147644861730.22134,24313303096.269657
50,261285670055.9785,150366924655.4819,25337385600.097893
51,263280310409.53326,153078121076.53845,26396179496.64066
52,265209558674.1625,155778494372.59177,27490861332.49421
53,267075558657.53897,158468087749.6719,28622647533.435276
54,268880383884.95978,161146944241.33044,29792795756.13033
55,270626039903.4773,163815106709.32834,31002606285.66134
56,272314466510.49075,166472617844.32208,32253423480.42073
57,273947539909.27637,169119520166.5464,33546637265.98121
58,275527074793.8507,171755856026.49506,34883684679.600586
59,277054826365.48395,174381667605.59796,36266051467.077614
60,278532492283.1044,176996996916.89633,37695273733.733574
61,279961714549.7604,179601885805.71518,39172939651.35398
62,281344081337.23737,182196375950.33203,40700691222.98725
63,282681128750.85675,184780508862.6447,42280226107.56158
64,283974342536.41724,187354325888.83484,43913299506.34719
65,285225159731.17664,189917868210.0299,45601726113.36064
66,286434970260.70764,192471176842.96158,47347382131.87818
67,287605118483.4027,195014292640.6225,49152207359.299
68,288736904684.34375,197547256292.91965,51018207342.675446
69,289831586520.1973,200070108327.32565,52947455607.304726
70,290890380416.74005,202582889109.52667,54942095960.85948
71,291914462920.5683,205085638844.06894,57004344875.61673
72,292904972006.4929,207578397575.00168,59136493951.43293
73,293863008342.0729,210061205186.5176,61340912462.201805
74,294789636510.6926,212534101403.59155,63620049988.62459
75,295685886194.54175,214997125792.61572,65976439140.21851
76,296552753318.8126,217450317762.033,68412698369.587906
77,297391201158.38586,219893716562.96698,70931534882.08522
78,298202161408.23553,222327361289.85083,73535747644.09578
79,298986535218.741,224751290881.05206,76228230493.28818
80,299745194197.0583,227165544119.4957,79011975354.28731
81,300478981375.66205,229570159633.28528,81890075563.34283
82,301188712149.1348,231965175896.3202,84865729305.68782
