,t_acc=3Gyr,t_acc=10Gyr,t_acc=25Gyr
0,0.0,0.0,0.0
1,3822124.3513195356,129952507.81129482,195171751.80833107
2,7840213.208616718,261211060.0391022,391125754.08182395
3,12064313.886963801,393788782.6480256,587865142.0886967
4,16504988.838292463,527698933.52080435,785393063.6633563
5,21173342.063025277,662954903.7841232,983712679.2567524
6,26081046.875860713,799570219.1477176,1182827161.9869807
7,31240375.0951401,937558541.2569739,1382739697.6900036
8,36664227.72878569,1076933669.0590918,1583453484.9706542
9,42366167.2335403,1217709540.1829977,1784971735.2538226
10,48360451.428173415,1359900232.333119,1987297672.835804
11,54662069.145454854,1503519964.6971607,2190434534.935919
12,61286777.7120439,1648583099.3680468,2394385571.7482924
13,68251142.35001358,1795104142.7801259,2599154046.493856
14,75572577.5985344,1943097747.1598465,2804743235.4725885
15,83269390.85929294,2092578711.990968,3011156428.115896
16,91360828.1745321,2243561985.494548,3218396927.039257
17,99867122.35218145,2396062666.1237507,3426468048.095084
18,108809543.55841585,2550096004.0737286,3635373120.42575
19,118210452.5041501,2705677402.8066354,3845115486.51687
20,128093356.35846329,2862822420.591996,4055698502.2507744
21,138482967.528766,3021546772.0625434,4267125536.9601974
22,149405265.45469072,3181866329.785697,4479399973.482226
23,160887561.57022315,3343797125.8508286,4692525208.21236
24,172958567.59651312,3507355353.4724874,4906504651.158891
25,185648467.3361325,3672557368.6097317,5121341725.9975
26,198988992.14830405,3839419691.6017494,5337039870.125936
27,213013500.29382715,4007959008.8198876,5553602534.719137
28,227757060.34810576,4178192174.33632,5771033184.784328
29,243256538.89085296,4350136211.60946,5989335299.216566
30,259550692.69174334,4523808315.186323,6208512370.8543415
31,276680265.6225251,4699225852.421989,6428567906.535464
32,294688090.537921,4876406365.21637,6649505427.1532
33,313619196.3800768,5055367571.76839,6871328467.7126045
34,333520920.77437055,5236127368.347843,7094040577.387049
35,354443028.39813304,5418703831.085019,7317645319.575046
36,376437835.4182631,5603115217.778341,7542146271.957233
37,399560340.3088942,5789379969.720158,7767547026.553636
38,423868361.3762281,5977516713.540875,7993851189.781151
39,449422681.3344156,6167544263.071667,8221062382.5112
40,476287199.294003,6359481621.225834,8449184240.127731
41,504529090.5429921,6553347981.899147,8678220412.585321
42,534218974.5200491,6749162731.889225,8908174564.467611
43,565431091.3998866,6946945452.834248,9139050375.045961
44,598243487.7323703,7146715923.171131,9370851538.338238
45,632738211.5995449,7348494120.11338,9603581763.168009
46,669001517.7785779,7552300221.648842,9837244773.223839
47,707124083.4236292,7758154608.557508,10071844307.118874
48,747201234.8059695,7966077866.449616,10307384118.45067
49,789333185.67931,8176090787.824225,10543867975.861204
50,833625287.8663872,8388214374.148481,10781299663.097273
51,880188294.6933954,8602469837.95779,11019682979.070911
52,929138637.930988,8818878604.977077,11259021737.920284
53,980598718.9343553,9037462316.263388,11499319769.070621
54,1034697214.7103636,9258242830.370005,11740580917.295551
55,1091569399.6771016,9481242225.53232,11982809042.778599
56,1151357483.920385,9706482801.875687,12226008021.174936
57,1214210968.7930427,9933987083.645437,12470181743.673399
58,1280287020.7461762,10163777821.459335,12715334117.058775
59,1349750864.3271453,10395877994.582663,12961469063.774239
60,1422776195.3270035,10630310813.226137,13208590521.984213
61,1499545615.110447,10867099720.866997,13456702445.637287
62,1580251087.2143383,11106268396.59332,13705808804.529547
63,1665094417.3565414,11347840757.471998,13955913584.368036
64,1754287758.0553274,11591840960.940418,14207020786.834576
65,1848054139.1211803,11838293407.22227,14459134429.649752
66,1946628025.3474925,12087222741.767555,14712258546.63724
67,2050255902.7946725,12338653857.71717,14966397187.78831
68,2159196895.1336904,12592611898.392239,15221554419.32663
