,t_acc=3Gyr,t_acc=10Gyr,t_acc=25Gyr
0,0.0,0.0,0.0
1,19110.621756597677,649762.5390564741,975858.7590416553
2,39201.06604308359,1306055.300195511,1955628.7704091198
3,60321.56943481901,1968943.9132401277,2939325.7104434837
4,82524.94419146232,2638494.6676040213,3926965.3183167814
5,105866.7103151264,3314774.5189206153,4918563.396283762
6,130405.23437930357,3997851.0957385874,5914135.809934903
7,156201.8754757005,4687792.7062848685,6913698.488450018
8,183321.13864392848,5384668.345295458,7917267.424853272
9,211830.8361677015,6088547.700914988,8924858.676269114
10,241802.2571408671,6799501.161665594,9936488.36417902
11,273310.34572727425,7517599.823485803,10952172.674679592
12,306433.8885602195,8242915.496840233,11971927.858741462
13,341255.71175006795,8975520.71390063,12995770.23246928
14,377862.887992672,9715488.735799232,14023716.177362943
15,416346.95429646474,10462893.559954839,15055782.14057948
16,456804.14087266056,11217809.927472739,16091984.635196285
17,499335.6117609072,11980313.330618752,17132340.24047542
18,544047.7177920792,12750480.020368641,18176865.602128748
19,591052.2625207505,13528387.014033176,19225577.43258435
20,640466.7817923165,14314112.102959981,20278492.51125387
21,692414.83764383,15107733.860312715,21335627.684800986
22,747026.3272734536,15909331.648928484,22396999.86741113
23,804437.8078511158,16718985.629254142,23462626.0410618
24,864792.8379825656,17536776.767362434,24532523.255794454
25,928242.3366806625,18362786.84304866,25606708.629987504
26,994944.9607415202,19197098.458008748,26685199.35062968
27,1065067.5014691358,20039795.044099435,27768012.673595686
28,1138785.3017405288,20890960.8716816,28855165.923921645
29,1216282.6944542648,21750681.0580473,29946676.49608283
30,1297753.4634587169,22619041.575931612,31042561.854271706
31,1383401.3281126255,23496129.262109946,32142839.53267732
32,1473440.452689605,24382031.82608185,33247527.135766
33,1568095.9819003842,25276837.85884195,34356642.33856302
34,1667604.6038718526,26180636.84173921,35470202.88693524
35,1772215.141990665,27093519.155425094,36588226.59787522
36,1882189.1770913154,28015576.088891704,37710731.35978617
37,1997801.701544471,28946899.848600786,38837735.13276818
38,2119341.8068811405,29887583.567704372,39969255.94890575
39,2247113.406672078,30837721.31535833,41105311.912556
40,2381435.996470015,31797408.10612917,42245921.20063865
41,2522645.4527149606,32766739.909495734,43391102.062926605
